chave_fato,quantidade_empresa,vl_total_veiculos_antt,vl_total_veiculos_leves,vl_total_veiculos_pesados,faixa_veiculos
3448286000160,3448286000160,,,,0 a 5
63361117000110,63361117000110,,,,0 a 5
12013260000180,12013260000180,,,,0 a 5
11924341000170,11924341000170,,,,0 a 5
4052939000150,4052939000150,,,,0 a 5
9147451000120,9147451000120,,,,0 a 5
48466494000120,48466494000120,,,,0 a 5
5027408000170,5027408000170,,,,0 a 5
40993396000130,40993396000130,,,,0 a 5
13402752000120,13402752000120,,1.0,0.0,0 a 5
13029078000180,13029078000180,,,,0 a 5
834577000280,834577000280,,,,0 a 5
88531454000210,88531454000210,,,,0 a 5
5992546000190,5992546000190,,,,0 a 5
5506962000130,5506962000130,,,,0 a 5
11388126000100,11388126000100,,,,0 a 5
7965262000300,7965262000300,,,,0 a 5
14307131000120,14307131000120,,,,0 a 5
76363761000170,76363761000170,,,,0 a 5
72834989000140,72834989000140,,1.0,0.0,0 a 5
14561753000180,14561753000180,,,,0 a 5
14567894000100,14567894000100,,1.0,0.0,0 a 5
14382772000140,14382772000140,,,,0 a 5
15305586000170,15305586000170,,1.0,0.0,0 a 5
75069450000130,75069450000130,,,,0 a 5
11353162000120,11353162000120,,,,0 a 5
10469156000170,10469156000170,,,,0 a 5
12093765000100,12093765000100,,1.0,0.0,0 a 5
11597509000180,11597509000180,,,,0 a 5
10265799000100,10265799000100,,,,0 a 5
11143128000120,11143128000120,,,,0 a 5
10758202000150,10758202000150,,,,0 a 5
12317042000130,12317042000130,,,,0 a 5
13663740000150,13663740000150,,1.0,0.0,0 a 5
11521175000160,11521175000160,,,,0 a 5
1615897000120,1615897000120,,,,0 a 5
1030529000110,1030529000110,,,,0 a 5
50122092000150,50122092000150,,,,0 a 5
78924867000120,78924867000120,,,,0 a 5
90286543000100,90286543000100,,,,0 a 5
48089437000170,48089437000170,,,,0 a 5
83126763000100,83126763000100,,,,0 a 5
46230710000290,46230710000290,,,,0 a 5
52883147000170,52883147000170,,,,0 a 5
23762784000190,23762784000190,,,,0 a 5
62548078000100,62548078000100,,,,0 a 5
57566846000100,57566846000100,,,,0 a 5
29209566000100,29209566000100,,,,0 a 5
65008096000180,65008096000180,,,,0 a 5
5949323000140,5949323000140,,,,0 a 5
42949727000160,42949727000160,,,,0 a 5
1520137000130,1520137000130,,,,0 a 5
7090196000100,7090196000100,,,,0 a 5
7297670000160,7297670000160,,,,0 a 5
13011465000190,13011465000190,,,,0 a 5
10182085000120,10182085000120,,,,0 a 5
12195133000140,12195133000140,,,,0 a 5
14050046000120,14050046000120,,,,0 a 5
15651121000170,15651121000170,,,,0 a 5
15654390000190,15654390000190,,,,0 a 5
13928772000130,13928772000130,,,,0 a 5
15134178000100,15134178000100,,,,0 a 5
9582254000130,9582254000130,,,,0 a 5
14821976000130,14821976000130,,0.0,1.0,0 a 5
14022713000160,14022713000160,,,,0 a 5
17009889000170,17009889000170,,,,0 a 5
13757874000130,13757874000130,,,,0 a 5
13960207000150,13960207000150,,3.0,0.0,0 a 5
14411671000150,14411671000150,,,,0 a 5
13919712000150,13919712000150,,,,0 a 5
54892252000100,54892252000100,,25.0,0.0,0 a 5
10583295000120,10583295000120,,,,0 a 5
15995711000110,15995711000110,,,,0 a 5
5425759000130,5425759000130,,3.0,0.0,0 a 5
8915050000100,8915050000100,,,,0 a 5
13954635000170,13954635000170,,,,0 a 5
96495270000190,96495270000190,,,,0 a 5
16838878000130,16838878000130,,,,0 a 5
42152603000230,42152603000230,,,,0 a 5
11835108000110,11835108000110,,,,0 a 5
47478045000130,47478045000130,,,,0 a 5
23434889000110,23434889000110,,,,0 a 5
15864827000110,15864827000110,,,,0 a 5
15370397000180,15370397000180,,,,0 a 5
2904031000100,2904031000100,,,,0 a 5
9327402000170,9327402000170,,,,0 a 5
8338976000180,8338976000180,,,,0 a 5
2117894000120,2117894000120,,,,0 a 5
9456273000110,9456273000110,,,,0 a 5
7824034000140,7824034000140,,,,0 a 5
13096421000100,13096421000100,,1.0,1.0,0 a 5
3198376000140,3198376000140,,,,0 a 5
8879385000110,8879385000110,,,,0 a 5
13849274000100,13849274000100,,,,0 a 5
15840805000110,15840805000110,,,,0 a 5
2691890000150,2691890000150,,,,0 a 5
5631280000150,5631280000150,,,,0 a 5
15513793000110,15513793000110,,,,0 a 5
2386884000190,2386884000190,,,,0 a 5
5035675000190,5035675000190,,,,0 a 5
13796241000130,13796241000130,,,,0 a 5
3739115000190,3739115000190,,,,0 a 5
10746875000190,10746875000190,,,,0 a 5
13882569000170,13882569000170,,,,0 a 5
13813622000180,13813622000180,,,,0 a 5
13917585000150,13917585000150,,,,0 a 5
1009319000140,1009319000140,,,,0 a 5
7490676000150,7490676000150,,0.0,1.0,0 a 5
15827507000190,15827507000190,,,,0 a 5
3454167000110,3454167000110,,,,0 a 5
2971707000170,2971707000170,,,,0 a 5
1887198000130,1887198000130,,,,0 a 5
13384992000140,13384992000140,,,,0 a 5
73363178000170,73363178000170,,,,0 a 5
78552296000140,78552296000140,,,,0 a 5
16038290000100,16038290000100,,,,0 a 5
16047744000100,16047744000100,,,,0 a 5
1912375000190,1912375000190,,,,0 a 5
16096119000140,16096119000140,,,,0 a 5
15162694000130,15162694000130,,,,0 a 5
13984797000150,13984797000150,,,,0 a 5
15541661000100,15541661000100,,1.0,0.0,0 a 5
14848787000150,14848787000150,,0.0,1.0,0 a 5
14850418000100,14850418000100,,,,0 a 5
9539855000160,9539855000160,,,,0 a 5
24132565000190,24132565000190,,,,0 a 5
12214957000110,12214957000110,,,,0 a 5
13724593000180,13724593000180,,,,0 a 5
13831087000190,13831087000190,,,,0 a 5
12470113000130,12470113000130,,,,0 a 5
9793548000100,9793548000100,,,,0 a 5
9372163000170,9372163000170,,1.0,0.0,0 a 5
15191955000140,15191955000140,,,,0 a 5
15196698000130,15196698000130,,,,0 a 5
15673237000100,15673237000100,,,,0 a 5
14512547000180,14512547000180,,,,0 a 5
12940450001620,12940450001620,,,,0 a 5
11475677000100,11475677000100,,,,0 a 5
63937635000130,63937635000130,,5.0,0.0,0 a 5
24645871000120,24645871000120,,,,0 a 5
75892067001230,75892067001230,,,,0 a 5
9070618000100,9070618000100,,,,0 a 5
14749784000160,14749784000160,,,,0 a 5
16528123000130,16528123000130,,,,0 a 5
2169503000110,2169503000110,,,,0 a 5
82254699000180,82254699000180,,,,0 a 5
9573012000180,9573012000180,,,,0 a 5
55024442000160,55024442000160,,,,0 a 5
15048452000110,15048452000110,,,,0 a 5
10372632000130,10372632000130,,,,0 a 5
1652307000130,1652307000130,,2.0,0.0,0 a 5
10258842000100,10258842000100,,,,0 a 5
11749251000190,11749251000190,,,,0 a 5
79425278000160,79425278000160,,2.0,0.0,0 a 5
7281814000190,7281814000190,,,,0 a 5
5077957000150,5077957000150,,,,0 a 5
37587276000390,37587276000390,,,,0 a 5
8956517000160,8956517000160,,,,0 a 5
5932576000100,5932576000100,,,,0 a 5
1603958000130,1603958000130,,,,0 a 5
15216250000130,15216250000130,,,,0 a 5
6747698000190,6747698000190,,,,0 a 5
6794893000170,6794893000170,,,,0 a 5
468710000140,468710000140,,,,0 a 5
5745076000160,5745076000160,,,,0 a 5
3215698000150,3215698000150,,,,0 a 5
610197000180,610197000180,,,,0 a 5
4311523000100,4311523000100,,,,0 a 5
16934923000150,16934923000150,,,,0 a 5
11808007000150,11808007000150,,,,0 a 5
14151347000140,14151347000140,,0.0,1.0,0 a 5
13149476000130,13149476000130,,,,0 a 5
4808359000140,4808359000140,,1.0,3.0,0 a 5
7041903000160,7041903000160,,,,0 a 5
13028644000130,13028644000130,,,,0 a 5
12328637000190,12328637000190,,,,0 a 5
9304811000150,9304811000150,,,,0 a 5
11035887000170,11035887000170,,,,0 a 5
11821588000160,11821588000160,,,,0 a 5
42968099000160,42968099000160,,,,0 a 5
1279444000170,1279444000170,,,,0 a 5
15199136000140,15199136000140,,10.0,0.0,0 a 5
9287546000140,9287546000140,,,,0 a 5
4194331000160,4194331000160,,,,0 a 5
6063312000120,6063312000120,,,,0 a 5
7733362000130,7733362000130,,,,0 a 5
28382885000230,28382885000230,,,,0 a 5
33138686000130,33138686000130,,,,0 a 5
12923705000160,12923705000160,,,,0 a 5
84615871000100,84615871000100,,,,0 a 5
11855454000160,11855454000160,,,,0 a 5
51946200001730,51946200001730,,3.0,0.0,0 a 5
3983509002800,3983509002800,,,,0 a 5
1867560000100,1867560000100,,,,0 a 5
5453905000130,5453905000130,,,,0 a 5
914240000100,914240000100,,,,0 a 5
10640884000100,10640884000100,,,,0 a 5
14160819000120,14160819000120,,,,0 a 5
79655007000100,79655007000100,,,,0 a 5
1765332000200,1765332000200,,,,0 a 5
4176391000150,4176391000150,,1.0,0.0,0 a 5
10378399000100,10378399000100,,0.0,0.0,0 a 5
12533426000190,12533426000190,,,,0 a 5
95421046000190,95421046000190,,,,0 a 5
42782219000130,42782219000130,,,,0 a 5
9182166000140,9182166000140,,,,0 a 5
9521296000160,9521296000160,,,,0 a 5
51497097000120,51497097000120,,,,0 a 5
52728540000190,52728540000190,,,,0 a 5
44622934000130,44622934000130,,,,0 a 5
6333320000140,6333320000140,,,,0 a 5
3283889000150,3283889000150,,,,0 a 5
8600190000190,8600190000190,,2.0,0.0,0 a 5
1972593000110,1972593000110,,1.0,0.0,0 a 5
6059707000150,6059707000150,,,,0 a 5
6912070000100,6912070000100,,,,0 a 5
12007462000110,12007462000110,,,,0 a 5
17282385000200,17282385000200,,,,0 a 5
34692962000170,34692962000170,,,,0 a 5
5587716000150,5587716000150,,1.0,1.0,0 a 5
8202492000100,8202492000100,,2.0,0.0,0 a 5
10917216000170,10917216000170,,,,0 a 5
4227467000200,4227467000200,,,,0 a 5
10250006000170,10250006000170,,,,0 a 5
48905509000100,48905509000100,,,,0 a 5
12531634000150,12531634000150,,,,0 a 5
7093824000100,7093824000100,,,,0 a 5
16764728000120,16764728000120,,,,0 a 5
13002771000160,13002771000160,,,,0 a 5
4064415000180,4064415000180,,1.0,2.0,0 a 5
12240601000150,12240601000150,,,,0 a 5
10388707000170,10388707000170,,,,0 a 5
16957122000100,16957122000100,,,,0 a 5
7083592000100,7083592000100,,,,0 a 5
13095308000100,13095308000100,,,,0 a 5
10341474000150,10341474000150,,,,0 a 5
88304779000180,88304779000180,,,,0 a 5
6801036000150,6801036000150,,,,0 a 5
5222857000170,5222857000170,,,,0 a 5
12102596000110,12102596000110,,,,0 a 5
14677231000220,14677231000220,,,,0 a 5
9673428000170,9673428000170,,,,0 a 5
12458759000100,12458759000100,,,,0 a 5
14143424000110,14143424000110,,,,0 a 5
6628323000100,6628323000100,,,,0 a 5
53127841000120,53127841000120,,,,0 a 5
4532501000170,4532501000170,,,,0 a 5
11522759000150,11522759000150,,,,0 a 5
4428945000160,4428945000160,,,,0 a 5
2725486000150,2725486000150,,,,0 a 5
40197071000140,40197071000140,,,,0 a 5
9121589000150,9121589000150,,0.0,2.0,0 a 5
81245201000150,81245201000150,,,,0 a 5
6132909000180,6132909000180,,,,0 a 5
14178068000170,14178068000170,,,,0 a 5
5529755000100,5529755000100,,,,0 a 5
13890803000100,13890803000100,,,,0 a 5
14620717000140,14620717000140,,4.0,1.0,0 a 5
15590074000100,15590074000100,,,,0 a 5
2614634000160,2614634000160,,,,0 a 5
11750032000120,11750032000120,,,,0 a 5
12557067000100,12557067000100,,,,0 a 5
74085382000130,74085382000130,,,,0 a 5
12658201000160,12658201000160,,1.0,0.0,0 a 5
14851445000190,14851445000190,,,,0 a 5
10801729000110,10801729000110,,,,0 a 5
12704377000100,12704377000100,,,,0 a 5
10892150000100,10892150000100,,,,0 a 5
7843714000100,7843714000100,,,,0 a 5
13381517000110,13381517000110,,,,0 a 5
15234348000110,15234348000110,,,,0 a 5
15235141000160,15235141000160,,,,0 a 5
10805850000110,10805850000110,,,,0 a 5
12399089000190,12399089000190,,,,0 a 5
12290922000160,12290922000160,,,,0 a 5
33870163027970,33870163027970,,,,0 a 5
63492698000120,63492698000120,,,,0 a 5
5418250000160,5418250000160,,,,0 a 5
77070639000330,77070639000330,,,,0 a 5
2692619000130,2692619000130,,,,0 a 5
1395064000100,1395064000100,,,,0 a 5
69275956000100,69275956000100,,,,0 a 5
13050439000170,13050439000170,,,,0 a 5
12109543000120,12109543000120,,,,0 a 5
6291979000180,6291979000180,,,,0 a 5
60701190086220,60701190086220,,,,0 a 5
14278977000180,14278977000180,,,,0 a 5
6969710000100,6969710000100,,,,0 a 5
14557688000110,14557688000110,,,,0 a 5
42935247000140,42935247000140,,,,0 a 5
14565232000100,14565232000100,,,,0 a 5
12100532000180,12100532000180,,,,0 a 5
16664297000120,16664297000120,,,,0 a 5
16708103000140,16708103000140,,,,0 a 5
14380134000190,14380134000190,,,,0 a 5
12758501000110,12758501000110,,,,0 a 5
12094128000140,12094128000140,,0.0,0.0,0 a 5
12217871000140,12217871000140,,,,0 a 5
13603535000360,13603535000360,,,,0 a 5
12298958000190,12298958000190,,,,0 a 5
14369689000130,14369689000130,,3.0,0.0,0 a 5
15306208000100,15306208000100,,,,0 a 5
14153034000120,14153034000120,,,,0 a 5
13598161000170,13598161000170,,,,0 a 5
13106883000160,13106883000160,,,,0 a 5
13223335000110,13223335000110,,,,0 a 5
11249023000150,11249023000150,,,,0 a 5
12582985000190,12582985000190,,,,0 a 5
15793587000100,15793587000100,,,,0 a 5
10233812000130,10233812000130,,,,0 a 5
20955050000130,20955050000130,,,,0 a 5
52613320000110,52613320000110,,1.0,0.0,0 a 5
7225566000160,7225566000160,,,,0 a 5
41752023000130,41752023000130,,,,0 a 5
90242116000120,90242116000120,,,,0 a 5
15903443000160,15903443000160,,,,0 a 5
13653039000150,13653039000150,,,,0 a 5
13983857000110,13983857000110,,,,0 a 5
15910584000100,15910584000100,,,,0 a 5
37073160000170,37073160000170,,0.0,1.0,0 a 5
8441551000100,8441551000100,,,,0 a 5
15136283000170,15136283000170,,,,0 a 5
8922583000110,8922583000110,,,,0 a 5
17000048000100,17000048000100,,,,0 a 5
17002523000170,17002523000170,,,,0 a 5
17011730000190,17011730000190,,,,0 a 5
17032161000160,17032161000160,,,,0 a 5
19721463000170,19721463000170,,,,0 a 5
13697133000100,13697133000100,,,,0 a 5
7316672000150,7316672000150,,29.0,7.0,0 a 5
7928352000150,7928352000150,,,,0 a 5
60534690000190,60534690000190,,,,0 a 5
90958232000220,90958232000220,,,,0 a 5
9453642000110,9453642000110,,,,0 a 5
13796780000170,13796780000170,,,,0 a 5
13765085000140,13765085000140,,,,0 a 5
7153916000120,7153916000120,,,,0 a 5
13808832000180,13808832000180,,,,0 a 5
7476611000150,7476611000150,,,,0 a 5
13737399000130,13737399000130,,,,0 a 5
9546963000160,9546963000160,,,,0 a 5
9414940000100,9414940000100,,,,0 a 5
8458714000150,8458714000150,,,,0 a 5
7527166000100,7527166000100,,,,0 a 5
6282336000170,6282336000170,,1.0,1.0,0 a 5
14619235000170,14619235000170,,,,0 a 5
3434299000180,3434299000180,,,,0 a 5
3305349000120,3305349000120,,,,0 a 5
2698070000190,2698070000190,,,,0 a 5
5265060000230,5265060000230,,,,0 a 5
2170387000150,2170387000150,,1.0,0.0,0 a 5
5493714000100,5493714000100,,,,0 a 5
14041521000100,14041521000100,,,,0 a 5
13925692000120,13925692000120,,,,0 a 5
14183871000100,14183871000100,,,,0 a 5
2166162000120,2166162000120,,,,0 a 5
14399046000130,14399046000130,,,,0 a 5
2718235000220,2718235000220,,,,0 a 5
1203962000100,1203962000100,,,,0 a 5
3469865000190,3469865000190,,1.0,0.0,0 a 5
15123803000100,15123803000100,,1.0,0.0,0 a 5
526011000100,526011000100,,,,0 a 5
13930210000120,13930210000120,,,,0 a 5
13950635000100,13950635000100,,,,0 a 5
13951007000130,13951007000130,,,,0 a 5
16010736000180,16010736000180,,,,0 a 5
34376780000190,34376780000190,,,,0 a 5
11744911000140,11744911000140,,,,0 a 5
7894583000190,7894583000190,,9.0,7.0,0 a 5
13458653000160,13458653000160,,,,0 a 5
3952776000280,3952776000280,,,,0 a 5
15167783000170,15167783000170,,,,0 a 5
15538417000180,15538417000180,,,,0 a 5
14428313000150,14428313000150,,,,0 a 5
9160576000190,9160576000190,,,,0 a 5
34028316234600,34028316234600,,,,0 a 5
26140756000120,26140756000120,,1.0,0.0,0 a 5
5581128000290,5581128000290,,,,0 a 5
16871715000150,16871715000150,,,,0 a 5
13819281000150,13819281000150,,,,0 a 5
15547900000120,15547900000120,,,,0 a 5
2003592000120,2003592000120,,,,0 a 5
531621000100,531621000100,,,,0 a 5
8480005000170,8480005000170,,1.0,0.0,0 a 5
16456706000100,16456706000100,,,,0 a 5
91962266000170,91962266000170,,,,0 a 5
97532214000140,97532214000140,,,,0 a 5
66970229014540,66970229014540,,,,0 a 5
8282214000100,8282214000100,,,,0 a 5
429070000160,429070000160,,,,0 a 5
1297612000150,1297612000150,,,,0 a 5
78175270000120,78175270000120,,,,0 a 5
11986235000110,11986235000110,,,,0 a 5
91706010000100,91706010000100,,1.0,0.0,0 a 5
29522745000100,29522745000100,,,,0 a 5
14872825000100,14872825000100,,,,0 a 5
44833614000200,44833614000200,,,,0 a 5
16884127000150,16884127000150,,,,0 a 5
5077830000130,5077830000130,,,,0 a 5
74599507000140,74599507000140,,,,0 a 5
72485899000190,72485899000190,,,,0 a 5
14088741000180,14088741000180,,,,0 a 5
63759708000140,63759708000140,,,,0 a 5
15047751000130,15047751000130,,0.0,1.0,0 a 5
3315943000100,3315943000100,,,,0 a 5
9653608000270,9653608000270,,,,0 a 5
11353850000190,11353850000190,,,,0 a 5
7710146000170,7710146000170,,,,0 a 5
12806116000100,12806116000100,,,,0 a 5
42238113000250,42238113000250,,,,0 a 5
62466198000150,62466198000150,,,,0 a 5
78357548000180,78357548000180,,,,0 a 5
7941499000180,7941499000180,,,,0 a 5
15566333000150,15566333000150,,,,0 a 5
16959495000110,16959495000110,,,,0 a 5
162198000100,162198000100,,,,0 a 5
709560000110,709560000110,,,,0 a 5
6474445000190,6474445000190,,,,0 a 5
6371146000120,6371146000120,,,,0 a 5
3220422000160,3220422000160,,,,0 a 5
2605745000100,2605745000100,,,,0 a 5
2192159000180,2192159000180,,,,0 a 5
97544764000180,97544764000180,,,,0 a 5
8259749000160,8259749000160,,,,0 a 5
6312074000220,6312074000220,,,,0 a 5
97538285000150,97538285000150,,,,0 a 5
13494858000100,13494858000100,,,,0 a 5
13468072000100,13468072000100,,,,0 a 5
14610419000170,14610419000170,,1.0,0.0,0 a 5
11458698000100,11458698000100,,0.0,0.0,0 a 5
13615564000180,13615564000180,,2.0,2.0,0 a 5
97518938000130,97518938000130,,,,0 a 5
3147060000200,3147060000200,,,,0 a 5
16674698000160,16674698000160,,,,0 a 5
11928429000160,11928429000160,,,,0 a 5
8087933000170,8087933000170,,,,0 a 5
16620168000130,16620168000130,,,,0 a 5
9588375000270,9588375000270,,,,0 a 5
3940651000150,3940651000150,,,,0 a 5
4090526000160,4090526000160,,,,0 a 5
5802925000170,5802925000170,,,,0 a 5
622164000150,622164000150,,2.0,0.0,0 a 5
830899000170,830899000170,,,,0 a 5
3084424000170,3084424000170,,1.0,0.0,0 a 5
768481000180,768481000180,,,,0 a 5
9250328000130,9250328000130,,,,0 a 5
10929372000150,10929372000150,,1.0,3.0,0 a 5
16997371000120,16997371000120,,,,0 a 5
10348127000150,10348127000150,,,,0 a 5
9434177000170,9434177000170,,3.0,0.0,0 a 5
1002083000110,1002083000110,,0.0,0.0,0 a 5
79266060000100,79266060000100,,,,0 a 5
5536514000180,5536514000180,,,,0 a 5
5160175000180,5160175000180,,,,0 a 5
11508613000150,11508613000150,,,,0 a 5
11024246000110,11024246000110,,,,0 a 5
15100701000170,15100701000170,,,,0 a 5
8585554000100,8585554000100,,,,0 a 5
13574352000100,13574352000100,,1.0,0.0,0 a 5
7814707000180,7814707000180,,,,0 a 5
12231530000120,12231530000120,,,,0 a 5
4187306000150,4187306000150,,,,0 a 5
5771393000150,5771393000150,,,,0 a 5
88437157000200,88437157000200,,,,0 a 5
88910914000130,88910914000130,,,,0 a 5
4678001000140,4678001000140,,,,0 a 5
25734880000150,25734880000150,,,,0 a 5
3213143000170,3213143000170,,,,0 a 5
10796898000100,10796898000100,,,,0 a 5
5340569000110,5340569000110,,,,0 a 5
4903587001090,4903587001090,,,,0 a 5
13348476000160,13348476000160,,,,0 a 5
38700787000410,38700787000410,,,,0 a 5
10894488000100,10894488000100,,0.0,1.0,0 a 5
21609409000180,21609409000180,,,,0 a 5
9144088000190,9144088000190,,,,0 a 5
10361489000180,10361489000180,,,,0 a 5
5317602000190,5317602000190,,,,0 a 5
5703189000100,5703189000100,,,,0 a 5
10829830000180,10829830000180,,,,0 a 5
68219237000100,68219237000100,,,,0 a 5
10902182000140,10902182000140,,,,0 a 5
8679745000130,8679745000130,,,,0 a 5
8080057000150,8080057000150,,,,0 a 5
69116200000100,69116200000100,,,,0 a 5
15486741000100,15486741000100,,,,0 a 5
12398239000140,12398239000140,,,,0 a 5
11836107000190,11836107000190,,,,0 a 5
7416849000270,7416849000270,,,,0 a 5
15822475000130,15822475000130,,,,0 a 5
20811410000120,20811410000120,,1.0,1.0,0 a 5
5605316000120,5605316000120,,,,0 a 5
5246125000110,5246125000110,,3.0,0.0,0 a 5
4863321000170,4863321000170,,,,0 a 5
13549597000170,13549597000170,,,,0 a 5
12176148000160,12176148000160,,,,0 a 5
2769374000100,2769374000100,,,,0 a 5
8343446000120,8343446000120,,,,0 a 5
7136381000180,7136381000180,,,,0 a 5
11840584000120,11840584000120,,,,0 a 5
50235605000130,50235605000130,,2.0,0.0,0 a 5
41892217000130,41892217000130,,,,0 a 5
12345495000170,12345495000170,,,,0 a 5
71352496000100,71352496000100,,,,0 a 5
94431616000160,94431616000160,,,,0 a 5
67305631000190,67305631000190,,,,0 a 5
60199957000300,60199957000300,,,,0 a 5
3597500000140,3597500000140,,,,0 a 5
8390941000190,8390941000190,,,,0 a 5
7268264000170,7268264000170,,0.0,1.0,0 a 5
3365596000200,3365596000200,,,,0 a 5
4400741000110,4400741000110,,,,0 a 5
8484229000150,8484229000150,,0.0,10.0,0 a 5
1358044000150,1358044000150,,,,0 a 5
7689147000180,7689147000180,,,,0 a 5
10553201000170,10553201000170,,,,0 a 5
12655945000120,12655945000120,,,,0 a 5
83838037000110,83838037000110,,8.0,0.0,0 a 5
11931767000150,11931767000150,,,,0 a 5
5893695000100,5893695000100,,,,0 a 5
16580314000140,16580314000140,,,,0 a 5
8619286000280,8619286000280,,,,0 a 5
15740744000110,15740744000110,,,,0 a 5
15234898000130,15234898000130,,,,0 a 5
41566068000110,41566068000110,,,,0 a 5
8212614000220,8212614000220,,,,0 a 5
13493407000140,13493407000140,,1.0,0.0,0 a 5
5352604000110,5352604000110,,,,0 a 5
4385430000200,4385430000200,,,,0 a 5
12526875000100,12526875000100,,,,0 a 5
17435595000100,17435595000100,,,,0 a 5
4577754000160,4577754000160,,,,0 a 5
38938866000110,38938866000110,,,,0 a 5
12872515000160,12872515000160,,,,0 a 5
68358399000110,68358399000110,,,,0 a 5
10456773000130,10456773000130,,1.0,1.0,0 a 5
4241898000140,4241898000140,,,,0 a 5
12525155000120,12525155000120,,,,0 a 5
11020064000170,11020064000170,,,,0 a 5
8956469000100,8956469000100,,,,0 a 5
8059901000160,8059901000160,,,,0 a 5
10097516000150,10097516000150,,,,0 a 5
70991641000130,70991641000130,,,,0 a 5
14929547000180,14929547000180,,,,0 a 5
10947840000110,10947840000110,,,,0 a 5
13399862000180,13399862000180,,,,0 a 5
10524113000140,10524113000140,,,,0 a 5
15268650000190,15268650000190,,,,0 a 5
9538924000110,9538924000110,,,,0 a 5
1032404000120,1032404000120,,,,0 a 5
16922555000120,16922555000120,,,,0 a 5
13294442000130,13294442000130,,,,0 a 5
9265932000130,9265932000130,,,,0 a 5
15286027000160,15286027000160,,,,0 a 5
5052007000170,5052007000170,,1.0,0.0,0 a 5
7908773000110,7908773000110,,,,0 a 5
63421010000110,63421010000110,,,,0 a 5
60885258000810,60885258000810,,,,0 a 5
14793099000130,14793099000130,,,,0 a 5
13362420000160,13362420000160,,,,0 a 5
14581893000110,14581893000110,,,,0 a 5
14363719000100,14363719000100,,,,0 a 5
11589148000120,11589148000120,,,,0 a 5
13638289000110,13638289000110,,,,0 a 5
15605164000110,15605164000110,,,,0 a 5
10508938000170,10508938000170,,,,0 a 5
16722056000190,16722056000190,,,,0 a 5
13578238000140,13578238000140,,,,0 a 5
13620045000100,13620045000100,,,,0 a 5
10859157000120,10859157000120,,,,0 a 5
13378633000180,13378633000180,,1.0,0.0,0 a 5
11654642000120,11654642000120,,,,0 a 5
13420326000110,13420326000110,,,,0 a 5
13115671000140,13115671000140,,,,0 a 5
57961856000140,57961856000140,,,,0 a 5
71241780000100,71241780000100,,,,0 a 5
65324576000150,65324576000150,,,,0 a 5
48758817000150,48758817000150,,,,0 a 5
10960404000180,10960404000180,,,,0 a 5
10271077000150,10271077000150,,,,0 a 5
21658968000180,21658968000180,,,,0 a 5
37646361000110,37646361000110,,,,0 a 5
7274947000130,7274947000130,,,,0 a 5
12798494000180,12798494000180,,,,0 a 5
14202316000170,14202316000170,,,,0 a 5
12450613000100,12450613000100,,,,0 a 5
13878835000190,13878835000190,,,,0 a 5
91101212000110,91101212000110,,,,0 a 5
15906184000120,15906184000120,,,,0 a 5
15900067000150,15900067000150,,,,0 a 5
3610002000190,3610002000190,,,,0 a 5
8170333000170,8170333000170,,1.0,0.0,0 a 5
5345314000140,5345314000140,,,,0 a 5
8439102000110,8439102000110,,2.0,0.0,0 a 5
17030003000170,17030003000170,,,,0 a 5
30958268000100,30958268000100,,,,0 a 5
8593501000130,8593501000130,,,,0 a 5
4306830000100,4306830000100,,,,0 a 5
15984219000140,15984219000140,,,,0 a 5
12242314000180,12242314000180,,,,0 a 5
15879945000100,15879945000100,,,,0 a 5
1591766000150,1591766000150,,,,0 a 5
13020054000160,13020054000160,,,,0 a 5
63864771001380,63864771001380,,,,0 a 5
11718071000140,11718071000140,,,,0 a 5
9550331000170,9550331000170,,,,0 a 5
13711789000130,13711789000130,,,,0 a 5
7929967000100,7929967000100,,,,0 a 5
9150714000150,9150714000150,,4.0,2.0,0 a 5
8688807000170,8688807000170,,,,0 a 5
8559772000170,8559772000170,,,,0 a 5
9186596000130,9186596000130,,,,0 a 5
13825184000170,13825184000170,,0.0,0.0,0 a 5
7568550000150,7568550000150,,,,0 a 5
7544230000160,7544230000160,,,,0 a 5
8811109000110,8811109000110,,1.0,0.0,0 a 5
7451152000150,7451152000150,,,,0 a 5
3330349000180,3330349000180,,,,0 a 5
2282336000110,2282336000110,,,,0 a 5
2982483000100,2982483000100,,,,0 a 5
13770186000100,13770186000100,,,,0 a 5
13881066000180,13881066000180,,,,0 a 5
5768947000160,5768947000160,,,,0 a 5
34153585000100,34153585000100,,,,0 a 5
14401196000130,14401196000130,,,,0 a 5
15508499000110,15508499000110,,,,0 a 5
2109342000170,2109342000170,,1.0,0.0,0 a 5
3231283000170,3231283000170,,2.0,0.0,0 a 5
14183625000140,14183625000140,,,,0 a 5
3859840000100,3859840000100,,,,0 a 5
14734226000120,14734226000120,,,,0 a 5
15638636000130,15638636000130,,,,0 a 5
5799544000260,5799544000260,,,,0 a 5
16015915000100,16015915000100,,,,0 a 5
3518732006520,3518732006520,,,,0 a 5
92665611029230,92665611029230,,,,0 a 5
13027910000100,13027910000100,,,,0 a 5
8046085000150,8046085000150,,,,0 a 5
41122193000130,41122193000130,,1.0,0.0,0 a 5
14070749000110,14070749000110,,,,0 a 5
65425167000140,65425167000140,,,,0 a 5
13872852000110,13872852000110,,,,0 a 5
11949009000160,11949009000160,,,,0 a 5
