chave_fato,quantidade_empresa,vl_total_veiculos_antt,vl_total_veiculos_leves,vl_total_veiculos_pesados,faixa_veiculos
9098066000130,9098066000130,,,,0 a 5
22803050000140,22803050000140,,,,0 a 5
31379761000120,31379761000120,,,,0 a 5
1511009000120,1511009000120,,,,0 a 5
4955387000190,4955387000190,,,,0 a 5
1432102000220,1432102000220,,,,0 a 5
11640221000140,11640221000140,,,,0 a 5
2265018000140,2265018000140,,,,0 a 5
2557883000160,2557883000160,,,,0 a 5
5466207000170,5466207000170,,,,0 a 5
15104884000100,15104884000100,,,,0 a 5
12751896000120,12751896000120,,,,0 a 5
13095411000150,13095411000150,,,,0 a 5
7858823000100,7858823000100,,,,0 a 5
1949435000140,1949435000140,,,,0 a 5
9405295000150,9405295000150,,,,0 a 5
16954572000140,16954572000140,,,,0 a 5
15896277000200,15896277000200,,,,0 a 5
5959141000150,5959141000150,,,,0 a 5
2709180000100,2709180000100,,1.0,0.0,0 a 5
11880147000130,11880147000130,,0.0,1.0,0 a 5
12356255000170,12356255000170,,,,0 a 5
17161290001120,17161290001120,,,,0 a 5
15483621000140,15483621000140,,,,0 a 5
17480294000280,17480294000280,,,,0 a 5
16752073000170,16752073000170,,,,0 a 5
16669897000180,16669897000180,,,,0 a 5
15313752000260,15313752000260,,,,0 a 5
97474720000120,97474720000120,,,,0 a 5
53451902000100,53451902000100,,1.0,0.0,0 a 5
7747741000180,7747741000180,,,,0 a 5
16006660000110,16006660000110,,,,0 a 5
473919000100,473919000100,,,,0 a 5
236398000160,236398000160,,,,0 a 5
1617737000110,1617737000110,,,,0 a 5
9267266000170,9267266000170,,,,0 a 5
31826886000150,31826886000150,,,,0 a 5
69380285000130,69380285000130,,,,0 a 5
11936670000130,11936670000130,,,,0 a 5
5948105000190,5948105000190,,,,0 a 5
5123298000140,5123298000140,,,,0 a 5
7799911000170,7799911000170,,,,0 a 5
10615732000140,10615732000140,,,,0 a 5
18431221000180,18431221000180,,,,0 a 5
8063499000350,8063499000350,,,,0 a 5
1123756000190,1123756000190,,,,0 a 5
13036999000170,13036999000170,,,,0 a 5
5369621000160,5369621000160,,,,0 a 5
471055000180,471055000180,,,,0 a 5
24488751000400,24488751000400,,,,0 a 5
16611338000110,16611338000110,,,,0 a 5
11958098000100,11958098000100,,,,0 a 5
12431238000150,12431238000150,,,,0 a 5
14481385000160,14481385000160,,,,0 a 5
13160169000150,13160169000150,,,,0 a 5
16594450000190,16594450000190,,,,0 a 5
12642795000110,12642795000110,,,,0 a 5
8343323000190,8343323000190,,,,0 a 5
22553440000290,22553440000290,,,,0 a 5
15707784000160,15707784000160,,,,0 a 5
12127801000100,12127801000100,,,,0 a 5
12481191000130,12481191000130,,,,0 a 5
10552095000100,10552095000100,,,,0 a 5
12080954000130,12080954000130,,,,0 a 5
11358924000180,11358924000180,,,,0 a 5
10725666000160,10725666000160,,,,0 a 5
13651166000110,13651166000110,,,,0 a 5
13557134000150,13557134000150,,,,0 a 5
13415957000140,13415957000140,,,,0 a 5
15217503000190,15217503000190,,,,0 a 5
11888665000280,11888665000280,,,,0 a 5
15237253000150,15237253000150,,,,0 a 5
15740928000180,15740928000180,,,,0 a 5
8230296000220,8230296000220,,,,0 a 5
2267884000170,2267884000170,,,,0 a 5
12483625000130,12483625000130,,,,0 a 5
53355855000100,53355855000100,,,,0 a 5
4620847000120,4620847000120,,,,0 a 5
67289488000190,67289488000190,,,,0 a 5
9344874000130,9344874000130,,,,0 a 5
4610753000170,4610753000170,,,,0 a 5
31297187000160,31297187000160,,,,0 a 5
40779621000210,40779621000210,,,,0 a 5
9152611000120,9152611000120,,,,0 a 5
1171643000160,1171643000160,,,,0 a 5
8024578000190,8024578000190,,,,0 a 5
1330922000120,1330922000120,,,,0 a 5
28901346000180,28901346000180,,,,0 a 5
8522773000140,8522773000140,,1.0,0.0,0 a 5
4011303000160,4011303000160,,,,0 a 5
3931501000180,3931501000180,,,,0 a 5
8712595000110,8712595000110,,,,0 a 5
4993583000150,4993583000150,,2.0,1.0,0 a 5
7198371000250,7198371000250,,,,0 a 5
1471964000180,1471964000180,,,,0 a 5
6334186000100,6334186000100,,,,0 a 5
12787808000140,12787808000140,,,,0 a 5
10826546000150,10826546000150,,,,0 a 5
4920962000110,4920962000110,,,,0 a 5
12726861000130,12726861000130,,,,0 a 5
837361002050,837361002050,,,,0 a 5
13498479000180,13498479000180,,,,0 a 5
15438742000170,15438742000170,,,,0 a 5
5582397000190,5582397000190,,,,0 a 5
15765272000150,15765272000150,,1.0,0.0,0 a 5
12337436000150,12337436000150,,,,0 a 5
38742276000380,38742276000380,,,,0 a 5
7024066000160,7024066000160,,,,0 a 5
15296945000170,15296945000170,,,,0 a 5
14594530000110,14594530000110,,,,0 a 5
16703921000150,16703921000150,,,,0 a 5
14796394000140,14796394000140,,,,0 a 5
15299574000180,15299574000180,,,,0 a 5
35733856000150,35733856000150,,,,0 a 5
3563656000100,3563656000100,,,,0 a 5
14296994000140,14296994000140,,,,0 a 5
14353384000130,14353384000130,,,,0 a 5
38131280000140,38131280000140,,,,0 a 5
58750498000190,58750498000190,,1.0,0.0,0 a 5
91129031000100,91129031000100,,,,0 a 5
91776716000130,91776716000130,,,,0 a 5
80439300000100,80439300000100,,,,0 a 5
29616935000260,29616935000260,,,,0 a 5
24728701000290,24728701000290,,,,0 a 5
60405446011910,60405446011910,,,,0 a 5
55350904000210,55350904000210,,,,0 a 5
57568743000180,57568743000180,,,,0 a 5
50964741000160,50964741000160,,,,0 a 5
57822256000100,57822256000100,,,,0 a 5
52939527000260,52939527000260,,,,0 a 5
22545180000200,22545180000200,,,,0 a 5
27155027000100,27155027000100,,,,0 a 5
31872880000110,31872880000110,,,,0 a 5
61678355000390,61678355000390,,,,0 a 5
52543758000170,52543758000170,,,,0 a 5
72743859000100,72743859000100,,,,0 a 5
67904573000110,67904573000110,,,,0 a 5
73409153000160,73409153000160,,,,0 a 5
79059200000170,79059200000170,,,,0 a 5
77207785000100,77207785000100,,,,0 a 5
32855918000290,32855918000290,,,,0 a 5
45347127000110,45347127000110,,,,0 a 5
36841120000240,36841120000240,,,,0 a 5
36358661000130,36358661000130,,,,0 a 5
33121088021580,33121088021580,,,,0 a 5
9141779000130,9141779000130,,,,0 a 5
93974681000170,93974681000170,,,,0 a 5
9073610000190,9073610000190,,,,0 a 5
69016632000140,69016632000140,,,,0 a 5
3558467000140,3558467000140,,,,0 a 5
96460431000100,96460431000100,,,,0 a 5
6754381000180,6754381000180,,,,0 a 5
9572798000110,9572798000110,,,,0 a 5
5307162000190,5307162000190,,,,0 a 5
4655734000160,4655734000160,,,,0 a 5
2920788000180,2920788000180,,,,0 a 5
15137744000120,15137744000120,,,,0 a 5
3691935000150,3691935000150,,,,0 a 5
14327650000150,14327650000150,,,,0 a 5
18977975000130,18977975000130,,11.0,0.0,0 a 5
10971506000100,10971506000100,,,,0 a 5
17002337000130,17002337000130,,,,0 a 5
17004287000120,17004287000120,,,,0 a 5
8529284000110,8529284000110,,,,0 a 5
14059697000180,14059697000180,,,,0 a 5
13895989000190,13895989000190,,,,0 a 5
10975127000180,10975127000180,,,,0 a 5
13441362000160,13441362000160,,,,0 a 5
11733494000130,11733494000130,,,,0 a 5
10572071102110,10572071102110,,,,0 a 5
15526547000100,15526547000100,,,,0 a 5
9390616000190,9390616000190,,,,0 a 5
16825787000160,16825787000160,,,,0 a 5
8264342000120,8264342000120,,,,0 a 5
10752975000120,10752975000120,,1.0,16.0,0 a 5
7299924000180,7299924000180,,,,0 a 5
8109356000170,8109356000170,,,,0 a 5
8654564000150,8654564000150,,,,0 a 5
11509198000150,11509198000150,,,,0 a 5
9076053000160,9076053000160,,,,0 a 5
8937981000100,8937981000100,,,,0 a 5
10351362000180,10351362000180,,,,0 a 5
15862233000170,15862233000170,,,,0 a 5
6341298000180,6341298000180,,,,0 a 5
15970837000130,15970837000130,,,,0 a 5
15996399000180,15996399000180,,,,0 a 5
1785196000130,1785196000130,,,,0 a 5
3808859000110,3808859000110,,,,0 a 5
2528063000140,2528063000140,,,,0 a 5
12355372000110,12355372000110,,,,0 a 5
818576000160,818576000160,,,,0 a 5
15529261000170,15529261000170,,,,0 a 5
15535199000120,15535199000120,,2.0,0.0,0 a 5
1527330002650,1527330002650,,3.0,0.0,0 a 5
29744778761120,29744778761120,,,,0 a 5
14738689000160,14738689000160,,,,0 a 5
15167829000150,15167829000150,,,,0 a 5
1489019000610,1489019000610,,,,0 a 5
65931909000290,65931909000290,,,,0 a 5
2904918000190,2904918000190,,1.0,0.0,0 a 5
5162872000170,5162872000170,,2.0,0.0,0 a 5
4975912000130,4975912000130,,,,0 a 5
93811644000140,93811644000140,,,,0 a 5
6267134000150,6267134000150,,,,0 a 5
8314976000140,8314976000140,,,,0 a 5
3803494000130,3803494000130,,,,0 a 5
14444801000150,14444801000150,,0.0,0.0,0 a 5
12315899000110,12315899000110,,,,0 a 5
11401899000170,11401899000170,,,,0 a 5
2472581000190,2472581000190,,,,0 a 5
14483589000130,14483589000130,,,,0 a 5
14870016000160,14870016000160,,,,0 a 5
16498854000180,16498854000180,,,,0 a 5
12040216000160,12040216000160,,,,0 a 5
71103196000350,71103196000350,,,,0 a 5
2635565000170,2635565000170,,,,0 a 5
21574413000150,21574413000150,,,,0 a 5
86492675000110,86492675000110,,,,0 a 5
14871920000190,14871920000190,,,,0 a 5
32733172000160,32733172000160,,,,0 a 5
92578756000130,92578756000130,,1.0,0.0,0 a 5
3441420000100,3441420000100,,,,0 a 5
77949196000270,77949196000270,,,,0 a 5
15682367000100,15682367000100,,,,0 a 5
8993462000240,8993462000240,,,,0 a 5
2160968000100,2160968000100,,,,0 a 5
12869929000130,12869929000130,,,,0 a 5
4834007000160,4834007000160,,,,0 a 5
10719401000150,10719401000150,,,,0 a 5
13069792000100,13069792000100,,,,0 a 5
14173588000190,14173588000190,,,,0 a 5
16564030000160,16564030000160,,,,0 a 5
10426480000100,10426480000100,,,,0 a 5
12813369000100,12813369000100,,,,0 a 5
9057140000170,9057140000170,,,,0 a 5
7557674000130,7557674000130,,,,0 a 5
383770000160,383770000160,,,,0 a 5
8748974000160,8748974000160,,,,0 a 5
2576888000130,2576888000130,,,,0 a 5
15617315000150,15617315000150,,,,0 a 5
97530904000160,97530904000160,,,,0 a 5
2633076000180,2633076000180,,,,0 a 5
14384185000190,14384185000190,,,,0 a 5
14952354000140,14952354000140,,,,0 a 5
33379330000350,33379330000350,,,,0 a 5
2077222000480,2077222000480,,,,0 a 5
2594613000120,2594613000120,,1.0,0.0,0 a 5
5809295001480,5809295001480,,,,0 a 5
87479937000170,87479937000170,,1.0,0.0,0 a 5
3448209000100,3448209000100,,,,0 a 5
2451604000180,2451604000180,,,,0 a 5
6627368000160,6627368000160,,,,0 a 5
3765657000480,3765657000480,,,,0 a 5
12934152000140,12934152000140,,,,0 a 5
55024475000100,55024475000100,,,,0 a 5
83031799000100,83031799000100,,1.0,0.0,0 a 5
13303883000150,13303883000150,,,,0 a 5
6031126000100,6031126000100,,,,0 a 5
15326679000180,15326679000180,,,,0 a 5
663416000190,663416000190,,,,0 a 5
16943744000180,16943744000180,,1.0,0.0,0 a 5
16951058000150,16951058000150,,,,0 a 5
15343493000130,15343493000130,,,,0 a 5
6199691000180,6199691000180,,,,0 a 5
7150564000150,7150564000150,,,,0 a 5
13292374000170,13292374000170,,,,0 a 5
11895142000180,11895142000180,,,,0 a 5
83673616000150,83673616000150,,,,0 a 5
11238504000160,11238504000160,,,,0 a 5
7143397000110,7143397000110,,,,0 a 5
3797243000190,3797243000190,,,,0 a 5
7390948000140,7390948000140,,1.0,0.0,0 a 5
95046660000110,95046660000110,,,,0 a 5
5075477000150,5075477000150,,,,0 a 5
15813897000140,15813897000140,,,,0 a 5
5928629000110,5928629000110,,2.0,0.0,0 a 5
723401000170,723401000170,,,,0 a 5
30005284000170,30005284000170,,1.0,0.0,0 a 5
94708328000100,94708328000100,,,,0 a 5
6283313000180,6283313000180,,,,0 a 5
4501161000110,4501161000110,,,,0 a 5
3794316000190,3794316000190,,,,0 a 5
13225090000160,13225090000160,,,,0 a 5
5691708000150,5691708000150,,,,0 a 5
5373673000100,5373673000100,,,,0 a 5
13186802000180,13186802000180,,,,0 a 5
1154237000270,1154237000270,,,,0 a 5
4125393000110,4125393000110,,,,0 a 5
4817351000140,4817351000140,,,,0 a 5
14695371000140,14695371000140,,,,0 a 5
54667761000120,54667761000120,,,,0 a 5
84716471000190,84716471000190,,,,0 a 5
7394828000110,7394828000110,,,,0 a 5
6866207000120,6866207000120,,,,0 a 5
13361822000140,13361822000140,,,,0 a 5
10435062000180,10435062000180,,,,0 a 5
3745956000100,3745956000100,,,,0 a 5
10875660000170,10875660000170,,,,0 a 5
12647242000150,12647242000150,,,,0 a 5
5122840000140,5122840000140,,,,0 a 5
7455133000100,7455133000100,,,,0 a 5
5393508000200,5393508000200,,,,0 a 5
11640666000120,11640666000120,,,,0 a 5
80897291000100,80897291000100,,,,0 a 5
65300725000140,65300725000140,,0.0,2.0,0 a 5
4550345000170,4550345000170,,,,0 a 5
90400888135820,90400888135820,,,,0 a 5
3010504000180,3010504000180,,,,0 a 5
2018001000270,2018001000270,,,,0 a 5
52609492000110,52609492000110,,,,0 a 5
2347623000160,2347623000160,,,,0 a 5
10996494000160,10996494000160,,,,0 a 5
90176421000160,90176421000160,,,,0 a 5
7666731000110,7666731000110,,,,0 a 5
4910958000170,4910958000170,,,,0 a 5
165026000190,165026000190,,,,0 a 5
10095621000150,10095621000150,,,,0 a 5
92211226000150,92211226000150,,,,0 a 5
51990919000100,51990919000100,,,,0 a 5
69107530000130,69107530000130,,,,0 a 5
76732452000120,76732452000120,,,,0 a 5
66672676000130,66672676000130,,,,0 a 5
39250972000170,39250972000170,,,,0 a 5
13031077000170,13031077000170,,,,0 a 5
24369506000130,24369506000130,,,,0 a 5
10871285000190,10871285000190,,,,0 a 5
21805809000160,21805809000160,,,,0 a 5
37504487000150,37504487000150,,,,0 a 5
14115344000150,14115344000150,,0.0,1.0,0 a 5
6267441000130,6267441000130,,,,0 a 5
11334269000120,11334269000120,,,,0 a 5
1998411000180,1998411000180,,,,0 a 5
10391475000100,10391475000100,,1.0,0.0,0 a 5
4745769000190,4745769000190,,,,0 a 5
14046884000120,14046884000120,,,,0 a 5
8705925000140,8705925000140,,,,0 a 5
12304442000100,12304442000100,,,,0 a 5
3468033000230,3468033000230,,,,0 a 5
74149352000140,74149352000140,,1.0,0.0,0 a 5
12392892000100,12392892000100,,,,0 a 5
10618339000100,10618339000100,,1.0,0.0,0 a 5
13037257000160,13037257000160,,1.0,0.0,0 a 5
10276705000190,10276705000190,,0.0,0.0,0 a 5
13000626000140,13000626000140,,,,0 a 5
13180232000110,13180232000110,,,,0 a 5
12141294000150,12141294000150,,,,0 a 5
13597931000160,13597931000160,,,,0 a 5
11087610000190,11087610000190,,,,0 a 5
13067057000150,13067057000150,,,,0 a 5
15699963000100,15699963000100,,,,0 a 5
9657718000200,9657718000200,,,,0 a 5
15736210000110,15736210000110,,,,0 a 5
14009215000340,14009215000340,,,,0 a 5
8098763000390,8098763000390,,,,0 a 5
8253253001070,8253253001070,,,,0 a 5
15258006000130,15258006000130,,,,0 a 5
5731803000130,5731803000130,,,,0 a 5
13304288000130,13304288000130,,,,0 a 5
30209985000120,30209985000120,,,,0 a 5
12419949000100,12419949000100,,,,0 a 5
10731159000130,10731159000130,,,,0 a 5
2443747000220,2443747000220,,,,0 a 5
94286598000170,94286598000170,,,,0 a 5
21555198000140,21555198000140,,2.0,0.0,0 a 5
15724160000150,15724160000150,,,,0 a 5
7649207000130,7649207000130,,1.0,0.0,0 a 5
12435453000120,12435453000120,,,,0 a 5
11882899000130,11882899000130,,,,0 a 5
4162614000120,4162614000120,,,,0 a 5
8412342000120,8412342000120,,,,0 a 5
12688295000110,12688295000110,,1.0,0.0,0 a 5
14135955000160,14135955000160,,,,0 a 5
15273852000120,15273852000120,,3.0,0.0,0 a 5
12968941000100,12968941000100,,,,0 a 5
11067994000180,11067994000180,,,,0 a 5
1702985000160,1702985000160,,,,0 a 5
14546803000150,14546803000150,,,,0 a 5
15763353000110,15763353000110,,,,0 a 5
6929336000110,6929336000110,,,,0 a 5
12304400000170,12304400000170,,,,0 a 5
93982387000100,93982387000100,,,,0 a 5
13276745000120,13276745000120,,,,0 a 5
15344536000100,15344536000100,,,,0 a 5
14580059000100,14580059000100,,,,0 a 5
14796102000170,14796102000170,,,,0 a 5
15777785000180,15777785000180,,,,0 a 5
15772862000100,15772862000100,,,,0 a 5
15067056000130,15067056000130,,1.0,0.0,0 a 5
15070043000110,15070043000110,,,,0 a 5
16733881000190,16733881000190,,,,0 a 5
48296420000940,48296420000940,,,,0 a 5
16141210000130,16141210000130,,,,0 a 5
86614757000190,86614757000190,,,,0 a 5
30043947000140,30043947000140,,,,0 a 5
25657487000100,25657487000100,,,,0 a 5
75492181000110,75492181000110,,,,0 a 5
10730730000100,10730730000100,,,,0 a 5
30576516000140,30576516000140,,,,0 a 5
69083459000100,69083459000100,,,,0 a 5
7733618000100,7733618000100,,,,0 a 5
1257249000140,1257249000140,,,,0 a 5
8092927000100,8092927000100,,,,0 a 5
49831118000150,49831118000150,,,,0 a 5
58473257000140,58473257000140,,,,0 a 5
14635015000130,14635015000130,,,,0 a 5
3067921000160,3067921000160,,,,0 a 5
13974453000160,13974453000160,,,,0 a 5
1961285000190,1961285000190,,,,0 a 5
1105719000150,1105719000150,,,,0 a 5
14413130000160,14413130000160,,,,0 a 5
6196227000130,6196227000130,,,,0 a 5
15391025000130,15391025000130,,,,0 a 5
7358621000190,7358621000190,,,,0 a 5
16970341000120,16970341000120,,,,0 a 5
11189509000140,11189509000140,,,,0 a 5
14037425000180,14037425000180,,,,0 a 5
13310158000100,13310158000100,,,,0 a 5
10902191000130,10902191000130,,,,0 a 5
12429513000100,12429513000100,,,,0 a 5
12161254000170,12161254000170,,,,0 a 5
71027692000100,71027692000100,,,,0 a 5
15381137000100,15381137000100,,,,0 a 5
9366249000190,9366249000190,,,,0 a 5
49756836000100,49756836000100,,,,0 a 5
20332748000280,20332748000280,,,,0 a 5
5871403000120,5871403000120,,,,0 a 5
7457113000160,7457113000160,,,,0 a 5
15865767000150,15865767000150,,,,0 a 5
15870732000100,15870732000100,,,,0 a 5
10444534000160,10444534000160,,,,0 a 5
8439030000100,8439030000100,,,,0 a 5
8524911000120,8524911000120,,,,0 a 5
8806157000110,8806157000110,,,,0 a 5
9180273000130,9180273000130,,,,0 a 5
7426965000190,7426965000190,,,,0 a 5
8769760000170,8769760000170,,,,0 a 5
9443609000100,9443609000100,,,,0 a 5
7634596000120,7634596000120,,,,0 a 5
15843090000150,15843090000150,,,,0 a 5
11630785000100,11630785000100,,,,0 a 5
6325408000110,6325408000110,,1.0,0.0,0 a 5
13964935000130,13964935000130,,,,0 a 5
13888596000150,13888596000150,,,,0 a 5
6259564000120,6259564000120,,,,0 a 5
11210852000120,11210852000120,,,,0 a 5
398129000280,398129000280,,,,0 a 5
777622000120,777622000120,,,,0 a 5
15829744000190,15829744000190,,,,0 a 5
497178000190,497178000190,,,,0 a 5
1686022000110,1686022000110,,,,0 a 5
240897000120,240897000120,,,,0 a 5
5762611000190,5762611000190,,,,0 a 5
13971079000140,13971079000140,,,,0 a 5
78228640000140,78228640000140,,,,0 a 5
14740482000120,14740482000120,,,,0 a 5
15400426000100,15400426000100,,,,0 a 5
12254932000140,12254932000140,,,,0 a 5
52251956000160,52251956000160,,,,0 a 5
13234831000170,13234831000170,,,,0 a 5
1192642000100,1192642000100,,,,0 a 5
5425450000140,5425450000140,,,,0 a 5
13901059000100,13901059000100,,,,0 a 5
13786583000170,13786583000170,,,,0 a 5
15668675000180,15668675000180,,,,0 a 5
15180770000130,15180770000130,,,,0 a 5
10599810000160,10599810000160,,,,0 a 5
6004435000190,6004435000190,,,,0 a 5
13496372000100,13496372000100,,,,0 a 5
14496844000180,14496844000180,,,,0 a 5
54814363000190,54814363000190,,,,0 a 5
11625346000100,11625346000100,,,,0 a 5
96221445000170,96221445000170,,,,0 a 5
13916014000100,13916014000100,,,,0 a 5
40869562000190,40869562000190,,,,0 a 5
29356458000160,29356458000160,,,,0 a 5
61479820000100,61479820000100,,,,0 a 5
85134807002890,85134807002890,,,,0 a 5
16518117000100,16518117000100,,,,0 a 5
9166938000150,9166938000150,,1.0,0.0,0 a 5
34023945000140,34023945000140,,,,0 a 5
53305389000140,53305389000140,,,,0 a 5
42825778000180,42825778000180,,,,0 a 5
33930991000160,33930991000160,,,,0 a 5
73291296000200,73291296000200,,,,0 a 5
15048831000100,15048831000100,,,,0 a 5
38862017000120,38862017000120,,1.0,0.0,0 a 5
5627075000110,5627075000110,,,,0 a 5
7714326000120,7714326000120,,,,0 a 5
70360862000100,70360862000100,,,,0 a 5
3017569000310,3017569000310,,,,0 a 5
51747848000110,51747848000110,,,,0 a 5
15216859000100,15216859000100,,,,0 a 5
13039643000190,13039643000190,,,,0 a 5
5598914000110,5598914000110,,,,0 a 5
11384903000130,11384903000130,,,,0 a 5
4530762000150,4530762000150,,,,0 a 5
5988777000120,5988777000120,,,,0 a 5
3995654000190,3995654000190,,,,0 a 5
11687658000130,11687658000130,,,,0 a 5
7838933000100,7838933000100,,,,0 a 5
11558770000170,11558770000170,,,,0 a 5
12232941000130,12232941000130,,,,0 a 5
28538130000100,28538130000100,,,,0 a 5
4846542000130,4846542000130,,,,0 a 5
7944455000880,7944455000880,,,,0 a 5
19895424000190,19895424000190,,,,0 a 5
94153525000100,94153525000100,,,,0 a 5
67744805000110,67744805000110,,,,0 a 5
67166678000110,67166678000110,,,,0 a 5
4435245000100,4435245000100,,,,0 a 5
2246458000150,2246458000150,,,,0 a 5
4611923000130,4611923000130,,,,0 a 5
96715610000140,96715610000140,,,,0 a 5
8415567000130,8415567000130,,,,0 a 5
11249768000110,11249768000110,,,,0 a 5
17184037032070,17184037032070,,,,0 a 5
3145266000110,3145266000110,,,,0 a 5
2590454000780,2590454000780,,0.0,1.0,0 a 5
10727037000170,10727037000170,,,,0 a 5
4299181000150,4299181000150,,,,0 a 5
3045003000130,3045003000130,,,,0 a 5
7394265000160,7394265000160,,,,0 a 5
2378722000100,2378722000100,,,,0 a 5
5686182000110,5686182000110,,,,0 a 5
16612440000130,16612440000130,,,,0 a 5
15801143000170,15801143000170,,,,0 a 5
9793241000100,9793241000100,,,,0 a 5
401668000140,401668000140,,,,0 a 5
470282000190,470282000190,,,,0 a 5
26448357000120,26448357000120,,,,0 a 5
5539110000140,5539110000140,,,,0 a 5
45022217000130,45022217000130,,,,0 a 5
34028316755090,34028316755090,,,,0 a 5
4339478000100,4339478000100,,,,0 a 5
13289308000140,13289308000140,,,,0 a 5
1702172000170,1702172000170,,,,0 a 5
5208054000160,5208054000160,,,,0 a 5
9151222000180,9151222000180,,,,0 a 5
9209066000160,9209066000160,,,,0 a 5
70162821000100,70162821000100,,,,0 a 5
2007395000260,2007395000260,,,,0 a 5
60746948296720,60746948296720,,,,0 a 5
1549792000110,1549792000110,,,,0 a 5
5873796000100,5873796000100,,,,0 a 5
11961032000170,11961032000170,,,,0 a 5
6041113000200,6041113000200,,,,0 a 5
34249508000140,34249508000140,,,,0 a 5
3139422000130,3139422000130,,,,0 a 5
9442420000100,9442420000100,,,,0 a 5
36384303000100,36384303000100,"8,000000",0.0,11.0,0 a 5
11333250000160,11333250000160,,,,0 a 5
47073499000120,47073499000120,,,,0 a 5
6081971000190,6081971000190,,,,0 a 5
11529314000100,11529314000100,,,,0 a 5
61699567002560,61699567002560,,,,0 a 5
94991874000100,94991874000100,,,,0 a 5
93778132000120,93778132000120,,,,0 a 5
6300679000110,6300679000110,,,,0 a 5
3748521000110,3748521000110,,,,0 a 5
10573096000130,10573096000130,,,,0 a 5
5083356000150,5083356000150,,,,0 a 5
4629492000130,4629492000130,,,,0 a 5
12924082000140,12924082000140,,,,0 a 5
15486614000100,15486614000100,,,,0 a 5
7920844000280,7920844000280,,,,0 a 5
6798433000110,6798433000110,,,,0 a 5
7744917000140,7744917000140,,,,0 a 5
4284644000100,4284644000100,,,,0 a 5
2466849000180,2466849000180,,,,0 a 5
7489012000170,7489012000170,,,,0 a 5
56100522000110,56100522000110,,,,0 a 5
1907725000120,1907725000120,,,,0 a 5
3234709000140,3234709000140,,,,0 a 5
2708643000110,2708643000110,,,,0 a 5
14767404000110,14767404000110,,,,0 a 5
39803168000170,39803168000170,,,,0 a 5
10463909000130,10463909000130,,,,0 a 5
4462898000170,4462898000170,,,,0 a 5
38623013000190,38623013000190,,,,0 a 5
8626317000140,8626317000140,,,,0 a 5
33120981000160,33120981000160,,,,0 a 5
14122439000100,14122439000100,,1.0,0.0,0 a 5
26905711000280,26905711000280,,,,0 a 5
8270543000130,8270543000130,,,,0 a 5
8664154000190,8664154000190,,,,0 a 5
5061282000150,5061282000150,,,,0 a 5
14646820000160,14646820000160,,,,0 a 5
16608307000100,16608307000100,,1.0,0.0,0 a 5
93277291000140,93277291000140,,1.0,0.0,0 a 5
14547620000150,14547620000150,,1.0,0.0,0 a 5
14739142000180,14739142000180,,,,0 a 5
2721159000120,2721159000120,,,,0 a 5
9337499000100,9337499000100,,3.0,0.0,0 a 5
14538913000170,14538913000170,,,,0 a 5
13867089000130,13867089000130,,,,0 a 5
12921517000100,12921517000100,,,,0 a 5
25114083000170,25114083000170,,,,0 a 5
14402120000120,14402120000120,,,,0 a 5
11094179000100,11094179000100,,,,0 a 5
10863783000190,10863783000190,,,,0 a 5
12302052000100,12302052000100,,,,0 a 5
12029532000130,12029532000130,,,,0 a 5
15712403000130,15712403000130,,,,0 a 5
15706143000190,15706143000190,,,,0 a 5
13260212000150,13260212000150,,1.0,0.0,0 a 5
12417647000100,12417647000100,,,,0 a 5
15418631000100,15418631000100,,,,0 a 5
11100064000180,11100064000180,,,,0 a 5
11917314000170,11917314000170,,,,0 a 5
11174578000180,11174578000180,,,,0 a 5
12994532000170,12994532000170,,,,0 a 5
10962790000140,10962790000140,,1.0,0.0,0 a 5
10896043000150,10896043000150,,,,0 a 5
11726980000120,11726980000120,,,,0 a 5
14103355000110,14103355000110,,,,0 a 5
14104356000180,14104356000180,,,,0 a 5
15702171000130,15702171000130,,,,0 a 5
69426000100,69426000100,,,,0 a 5
15227571000130,15227571000130,,,,0 a 5
9119980000200,9119980000200,,,,0 a 5
15417198000180,15417198000180,,,,0 a 5
8550335000780,8550335000780,,,,0 a 5
14264072000150,14264072000150,,0.0,2.0,0 a 5
8357174000380,8357174000380,,,,0 a 5
8376155000210,8376155000210,,,,0 a 5
15418205005390,15418205005390,,,,0 a 5
11429851000170,11429851000170,,,,0 a 5
8666181000100,8666181000100,,,,0 a 5
12712166000110,12712166000110,,,,0 a 5
48689921000210,48689921000210,,4.0,0.0,0 a 5
88707799000100,88707799000100,,,,0 a 5
11753246000150,11753246000150,,,,0 a 5
1504872000150,1504872000150,,,,0 a 5
23007925000240,23007925000240,,,,0 a 5
92885797000250,92885797000250,,,,0 a 5
12430235000100,12430235000100,,,,0 a 5
12514708000140,12514708000140,,,,0 a 5
15756543000100,15756543000100,,,,0 a 5
2540064000100,2540064000100,,,,0 a 5
71630115000370,71630115000370,,,,0 a 5
9251215000150,9251215000150,,,,0 a 5
4085863000160,4085863000160,,,,0 a 5
8532199000100,8532199000100,,,,0 a 5
10664524000130,10664524000130,,0.0,2.0,0 a 5
10394222000190,10394222000190,,,,0 a 5
12241313000110,12241313000110,,,,0 a 5
3102355000180,3102355000180,,,,0 a 5
9157442000110,9157442000110,,,,0 a 5
34284679000290,34284679000290,,,,0 a 5
13216251000150,13216251000150,,,,0 a 5
