cd_cnpj;cod_ordem;cod_ramo;desc_ramo;chave_cnae
66282765000250;0;7711000;LOCACAO DE AUTOMOVEIS SEM CONDUTOR;77
90855685000140;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
10758423000200;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
44137990000180;0;210107;ATIVIDADES DE APOIO A PRODUCAO FLORESTAL;2
49093834001150;0;4662100;COMERCIO ATACADISTA DE MAQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL, PARTES E PECAS;46
01091704000180;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
72135320000160;0;4530701;COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
01957867000100;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
11414394000140;0;119999;CULTIVO DE OUTRAS PLANTAS DE LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE;1
04260184000180;0;4751200;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;47
08334272000130;0;8599699;ATIVIDADES DE PRATICAS INTEGRATIVAS E COMPLEMENTARES EM SAUDE HUMANA;85
23516834000150;0;2330399;COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;23
11095340000160;0;4520007;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
11397142000150;0;7490104;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS;74
16621989000190;0;4761003;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;47
89193577000170;0;5250802;AGENCIAS DE VIAGENS;52
42329524000170;0;9312300;CLUBES SOCIAIS, ESPORTIVOS E SIMILARES;93
08404730000160;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
53154225005390;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
16568109000160;0;4772500;CABELEIREIROS, MANICURE E PEDICURE;47
05874113000130;0;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
15642348000150;0;4520005;SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;45
11413763000180;0;1610201;COMERCIO VAREJISTA DE MOVEIS;16
15691357000130;0;5911102;ATIVIDADES DE POSPRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;59
00519587000140;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;94
11234966000100;0;5223100;ESTACIONAMENTO DE VEICULOS;52
08241908000280;0;4930202;ORGANIZACAO LOGISTICA DO TRANSPORTE DE CARGA;49
15022607000140;0;9602501;CABELEIREIROS, MANICURE E PEDICURE;96
10803350000140;0;8610101;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;86
11743198000110;0;4724500;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;47
13645813000180;0;2539001;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;25
68950724000130;0;4713001;LOJAS DE DEPARTAMENTOS OU MAGAZINES;47
08024319000320;0;119999;CRIACAO DE BOVINOS PARA CORTE;1
03592321000110;0;4120400;CONSTRUCAO DE EDIFICIOS;41
02557806000100;0;4921301;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL;49
15810589000160;0;4755502;ALUGUEL DE OBJETOS DO VESTUARIO, JOIAS E ACESSORIOS;47
03920452000180;0;1412601;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;14
15809293000120;0;1422300;FABRICACAO DE ARTIGOS DO VESTUARIO, PRODUZIDOS EM MALHARIAS E TRICOTAGENS, EXCETO MEIAS;14
15802999000160;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
05778984000150;0;5620101;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS;56
04650303000100;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
11623937000130;0;4721102;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;47
05883035000130;0;5611202;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;56
00564902000150;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
00114451000150;0;2229399;FABRICACAO DE ARTEFATOS DE MATERIAL PLASTICO PARA OUTROS USOS NAO ESPECIFICADOS ANTERIORMENTE;22
00946524000170;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
11767632000100;0;4530705;COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS;45
05327957000160;0;4754701;COMERCIO VAREJISTA DE MOVEIS;47
00696154000160;0;1412602;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;14
11281302000100;0;9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
04452061000140;0;3103900;FABRICACAO DE MOVEIS DE OUTROS MATERIAIS, EXCETO MADEIRA E METAL;31
06075492000160;0;4721104;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;47
84331867000110;0;4755501;COMERCIO VAREJISTA DE TECIDOS;47
07604524000130;0;4618499;COMERCIO ATACADISTA DE ARTIGOS DE ESCRITORIO E DE PAPELARIA;46
07744424000100;0;6912500;CARTORIOS;69
07276612000150;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
05632715000180;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
01730248000170;0;6920601;ATIVIDADES DE CONTABILIDADE;69
07669564000160;0;1412601;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;14
00135349000130;0;1622602;FABRICACAO DE CABINES, CARROCERIAS E REBOQUES PARA CAMINHOES;16
12919020000140;0;4520001;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;45
04082318000110;0;4921301;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL;49
00742297000160;0;4120400;CONSTRUCAO DE EDIFICIOS;41
12209720000140;0;2512800;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;25
11996855000130;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
14839341000160;0;4713002;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
86995867000140;0;7490101;SERVICOS DE TRADUCAO, INTERPRETACAO E SIMILARES;74
02950360000260;0;4921301;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL;49
15478785000180;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
14165731000100;0;4618401;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MEDICAMENTOS, COSMETICOS E PRODUTOS DE PERFUMARIA;46
12524329000130;0;4711301;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  HIPERMERCADOS;47
60279981000180;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
03727332000160;0;8630501;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES;86
13061201000140;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
06099211000100;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
05161194000120;0;6463800;EDUCACAO SUPERIOR  POSGRADUACAO E EXTENSAO;64
07349938000160;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
13404577000100;0;4712100;COMERCIO VAREJISTA DE BEBIDAS;47
09382956000170;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
97057020000130;0;4623109;COMERCIO ATACADISTA DE AGUA MINERAL;46
05075843000170;0;4761001;COMERCIO VAREJISTA DE LIVROS;47
03542390000110;0;9001999;ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE;90
05997688000140;0;7020400;ADMINISTRACAO DE CAIXAS ESCOLARES;70
04829042000190;0;4789005;COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS;47
11827242000170;0;6613400;ADMINISTRACAO DE CARTOES DE CREDITO;66
08239099000190;0;116499;CULTIVO DE FLORES E PLANTAS ORNAMENTAIS;1
81072993000290;0;1610201;SERRARIAS COM DESDOBRAMENTO DE MADEIRA;16
01824785000180;0;5611201;RESTAURANTES E SIMILARES;56
09041396000190;0;4520001;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
11628976000120;0;1412603;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA;14
05110967000140;0;4689301;COMERCIO ATACADISTA DE PRODUTOS DA EXTRACAO MINERAL, EXCETO COMBUSTIVEIS;46
49930514122320;0;5620101;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS;56
11029239000100;0;4772500;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
08081547000170;0;1610201;COMERCIO ATACADISTA DE MADEIRA E PRODUTOS DERIVADOS;16
72692114000150;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
64646540000120;0;2399101;DECORACAO, LAPIDACAO, GRAVACAO, VITRIFICACAO E OUTROS TRABALHOS EM CERAMICA, LOUCA, VIDRO E CRISTAL;23
11447789000140;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
02796422000140;0;3101200;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA;31
09201140000100;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
09871344000140;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
07436658000270;0;4789004;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;47
04796489000100;0;4619200;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA;46
13078538000160;0;5811500;ATIVIDADES DE POSPRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;58
23160641000290;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
59956359000180;0;7410202;DESIGN DE INTERIORES;74
10719640000100;0;4789001;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;47
15822692000120;0;4721102;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;47
10865200000160;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
08694241000190;0;1830003;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;18
06002882000100;0;6209100;SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO;62
09460474000190;0;151203;CRIACAO DE BOVINOS, EXCETO PARA CORTE E LEITE;1
07919053000150;0;2411300;PRODUCAO DE FERROGUSA;24
08920368000180;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
08537016000140;0;7722500;ALUGUEL DE FITAS DE VIDEO, DVDS E SIMILARES;77
01632130000100;0;4619200;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;46
86931169000180;0;5611201;RESTAURANTES E SIMILARES;56
07231388000180;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
11352161000160;0;8230001;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;82
04356526000160;0;3811400;COLETA DE RESIDUOS NAOPERIGOSOS;38
80762511000180;0;4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;47
14419363000170;0;6491300;ATIVIDADES DE CONSULTORIA E AUDITORIA CONTABIL E TRIBUTARIA;64
07667809000110;0;3312103;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;33
15584589000190;0;4321500;APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES;43
14227510000100;0;4110700;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS;41
05823159000120;0;4753900;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;47
12863319000120;0;4330404;ATIVIDADES PAISAGISTICAS;43
09253921000130;0;4313400;LOCACAO DE OUTROS MEIOS DE TRANSPORTE NAO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR;43
15702077000180;0;4321500;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO;43
15229514000190;0;9602501;CABELEIREIROS, MANICURE E PEDICURE;96
15417945000180;0;8112500;CONDOMINIOS PREDIAIS;81
08867612000430;0;111302;CRIACAO DE BOVINOS PARA CORTE;1
08615750000260;0;113000;CULTIVO DE CANADEACUCAR;1
08548657000280;0;113000;CULTIVO DE CANADEACUCAR;1
08460789000760;0;131800;CULTIVO DE LARANJA;1
26200253000100;0;1741902;FABRICACAO DE PRODUTOS DE PAPEL, CARTOLINA, PAPEL CARTAO E PAPELAO ONDULADO PARA USO COMERCIAL E DE ESCRITORIO, EXCETO FORMULARIO CONTINUO;17
15233189000130;0;4110700;GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA;41
08151023000290;0;151201;CRIACAO DE BOVINOS PARA CORTE;1
08442052000200;0;111302;CULTIVO DE CANADEACUCAR;1
15600088000150;0;2512800;FABRICACAO DE ESQUADRIAS DE METAL;25
13686432000140;0;4782201;COMERCIO VAREJISTA DE CALCADOS;47
10420716000100;0;4520003;RESTAURANTES E SIMILARES;45
03448286000160;0;151201;ALUGUEL DE IMOVEIS PROPRIOS;1
63361117000110;0;9609202;AGENCIAS MATRIMONIAIS;96
12013260000180;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
11924341000170;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
04052939000150;0;4671100;COMERCIO ATACADISTA DE MADEIRA E PRODUTOS DERIVADOS;46
09147451000120;0;4679699;COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;46
48466494000120;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
05027408000170;0;4671100;COMERCIO ATACADISTA DE MADEIRA E PRODUTOS DERIVADOS;46
40993396000130;0;7490101;SERVICOS DE TRADUCAO, INTERPRETACAO E SIMILARES;74
13402752000120;0;7319002;PROMOCAO DE VENDAS;73
13029078000180;0;8650004;ATIVIDADES DE FISIOTERAPIA;86
00834577000280;0;4520001;COMERCIO VAREJISTA DE MATERIAL ELETRICO;45
88531454000210;0;4689301;COMERCIO ATACADISTA DE PRODUTOS DA EXTRACAO MINERAL, EXCETO COMBUSTIVEIS;46
05992546000190;0;4744001;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;47
05506962000130;0;5611201;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
11388126000100;0;151201;COMERCIO ATACADISTA DE ANIMAIS VIVOS;1
07965262000300;0;8411600;ADMINISTRACAO PUBLICA EM GERAL;84
14307131000120;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
76363761000170;0;7810800;FORNECIMENTO E GESTAO DE RECURSOS HUMANOS PARA TERCEIROS;78
72834989000140;0;2229301;FABRICACAO DE ARTEFATOS DE MATERIAL PLASTICO PARA USO PESSOAL E DOMESTICO;22
14561753000180;0;9602501;CABELEIREIROS, MANICURE E PEDICURE;96
14567894000100;0;6622300;CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVIDENCIA COMPLEMENTAR E DE SAUDE;66
14382772000140;0;4321500;INSTALACAO E MANUTENCAO ELETRICA;43
15305586000170;0;4755502;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
75069450000130;0;8511200;EDUCACAO INFANTIL  CRECHE;85
11353162000120;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
10469156000170;0;1412601;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;14
12093765000100;0;4921301;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE;49
11597509000180;0;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;56
10265799000100;0;7722500;ALUGUEL DE APARELHOS DE JOGOS ELETRONICOS;77
11143128000120;0;9329804;EXPLORACAO DE JOGOS ELETRONICOS RECREATIVOS;93
10758202000150;0;4711302;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS;47
12317042000130;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
13663740000150;0;4930202;ALUGUEL DE OUTRAS MAQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR;49
11521175000160;0;4759899;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;47
12195133000140;0;4930201;CARGA E DESCARGA;49
14050046000120;0;8112500;CONDOMINIOS PREDIAIS;81
15651121000170;0;4321500;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;43
15654390000190;0;6822600;GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA;68
13928772000130;0;7420001;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA;74
15134178000100;0;5819100;EDICAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS;58
09582254000130;0;4772500;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
14821976000130;0;4924800;ALUGUEL DE EQUIPAMENTOS RECREATIVOS E ESPORTIVOS;49
14022713000160;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
17009889000170;0;4744099;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
13757874000130;0;4330404;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;43
13960207000150;0;4520001;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
14411671000150;0;121101;HORTICULTURA, EXCETO MORANGO;1
13919712000150;0;5611201;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
54892252000100;0;4399103;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;43
10583295000120;0;4923002;SERVICO DE TRANSPORTE DE PASSAGEIROS  LOCACAO DE AUTOMOVEIS COM MOTORISTA;49
15995711000110;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
05425759000130;0;4772500;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
08915050000100;0;8512100;EDUCACAO INFANTIL  PREESCOLA;85
13954635000170;0;5611201;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS;56
96495270000190;0;6399200;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS;63
16838878000130;0;5611202;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;56
42152603000230;0;7723300;ALUGUEL DE OBJETOS DO VESTUARIO, JOIAS E ACESSORIOS;77
11835108000110;0;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;96
47478045000130;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
23434889000110;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
15864827000110;0;4755503;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;47
15370397000180;0;4712100;COMERCIO VAREJISTA DE CARNES  ACOUGUES;47
02904031000100;0;1531901;FABRICACAO DE CALCADOS DE COURO;15
09327402000170;0;8211300;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;82
08338976000180;0;5620103;CANTINAS  SERVICOS DE ALIMENTACAO PRIVATIVOS;56
02117894000120;0;7020400;ADMINISTRACAO DE CAIXAS ESCOLARES;70
09456273000110;0;6821801;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;68
07824034000140;0;9602501;CABELEIREIROS, MANICURE E PEDICURE;96
13096421000100;0;4924800;TRANSPORTE ESCOLAR;49
03198376000140;0;7311400;AGENCIAS DE PUBLICIDADE;73
08879385000110;0;4755501;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
13849274000100;0;9001906;ATIVIDADES DE SONORIZACAO E DE ILUMINACAO;90
15840805000110;0;1091102;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;10
02691890000150;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
05631280000150;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
15513793000110;0;4721104;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;47
02386884000190;0;1412601;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;14
05035675000190;0;2330302;FABRICACAO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUCAO;23
13796241000130;0;4772500;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
03739115000190;0;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
10746875000190;0;6622300;CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVIDENCIA COMPLEMENTAR E DE SAUDE;66
13882569000170;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
13813622000180;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
13917585000150;0;4930202;CARGA E DESCARGA;49
01009319000140;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
07490676000150;0;4683400;COMERCIO ATACADISTA DE DEFENSIVOS AGRICOLAS, ADUBOS, FERTILIZANTES E CORRETIVOS DO SOLO;46
15827507000190;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
03454167000110;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
02971707000170;0;5510801;HOTEIS;55
01887198000130;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
13384992000140;0;8230001;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;82
73363178000170;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
78552296000140;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
16038290000100;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
16047744000100;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
01912375000190;0;1091101;FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL;10
16096119000140;0;4755503;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;47
15162694000130;0;9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
13984797000150;0;4721104;COMERCIO VAREJISTA DE BEBIDAS;47
15541661000100;0;3250706;ATIVIDADE ODONTOLOGICA;32
14848787000150;0;4924800;SERVICOS DE RESERVAS E OUTROS SERVICOS DE TURISMO NAO ESPECIFICADOS ANTERIORMENTE;49
14850418000100;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
09539855000160;0;5813100;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA;58
24132565000190;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
12214957000110;0;4755502;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;47
13724593000180;0;4651601;COMERCIO ATACADISTA DE EQUIPAMENTOS DE INFORMATICA;46
13831087000190;0;5611202;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;56
12470113000130;0;4399103;OBRAS DE ALVENARIA;43
09793548000100;0;8512100;CURSOS PREPARATORIOS PARA CONCURSOS;85
