cd_cnpj;cod_ordem;cod_ramo;desc_ramo;chave_cnae
10260823000100;1;4120400;CONSTRUCAO DE EDIFICIOS;41
12785532000160;1;8599604;CABELEIREIROS, MANICURE E PEDICURE;85
04179024000100;1;4711301;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA;47
08719327000120;1;151202;CRIACAO DE BOVINOS PARA LEITE;1
09151996000100;1;4721103;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;47
12186481000150;1;9529105;REPARACAO DE ARTIGOS DO MOBILIARIO;95
26222331000160;1;4299501;CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS;42
22822340000130;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
40386930000220;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
12713336000180;1;4723700;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
03105909000100;1;7410299;ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE;74
08248936000300;1;134200;CULTIVO DE CAFE;1
08384139000350;1;115600;CULTIVO DE SOJA;1
15250150000120;1;6821802;CORRETAGEM NO ALUGUEL DE IMOVEIS;68
06089777000150;1;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES;45
13555320000150;1;151201;CULTIVO DE MILHO;1
01916658000100;1;4291000;OBRAS PORTUARIAS, MARITIMAS E FLUVIAIS;42
15754683000140;1;7319002;PROMOCAO DE VENDAS;73
90053265000140;1;4784900;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS;47
13052174000140;1;4721103;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;47
10526712000100;1;7732201;LOCACAO DE OUTROS MEIOS DE TRANSPORTE NAO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR;77
16629310000100;1;4755501;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
14290408000150;1;4789001;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;47
06860073000130;1;8650005;ATIVIDADES DE TERAPIA OCUPACIONAL;86
13977636000130;1;9499500;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;94
14288604000190;1;7420001;ATIVIDADES PAISAGISTICAS;74
13693367000180;1;4399103;OBRAS DE ALVENARIA;43
10794968000190;1;4742300;INSTALACAO E MANUTENCAO ELETRICA;47
12510182000120;1;4781400;COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA;47
11647269000180;1;9602501;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;96
11956402000180;1;4744002;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS;47
12107948000120;1;1412601;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;14
15306953000150;1;8640205;SERVICOS DE DIAGNOSTICO POR IMAGEM COM USO DE RADIACAO IONIZANTE, EXCETO TOMOGRAFIA;86
15025041000100;1;6202300;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS;62
14799040000150;1;4723700;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
14387579000100;1;8592903;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;85
13741501000170;1;3313901;FABRICACAO DE GERADORES DE CORRENTE CONTINUA E ALTERNADA, PECAS E ACESSORIOS;33
02679078000100;1;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;45
64703804000130;1;1412603;FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;14
13974718000120;1;4330404;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;43
14030430000160;1;4763603;COMERCIO VAREJISTA DE BICICLETAS E TRICICLOS, PECAS E ACESSORIOS;47
07679132000130;1;4785799;MANUTENCAO E REPARACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS NAO ESPECIFICADOS ANTERIORMENTE;47
00354496000100;1;7410299;ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE;74
07555119000170;1;2829199;FABRICACAO DE OUTRAS MAQUINAS E EQUIPAMENTOS DE USO GERAL NAO ESPECIFICADOS ANTERIORMENTE, PECAS E ACESSORIOS;28
13961673000150;1;4789001;FABRICACAO DE BIJUTERIAS E ARTEFATOS SEMELHANTES;47
07560446000110;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
14054371000160;1;5612100;SERVICOS AMBULANTES DE ALIMENTACAO;56
03671287000170;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
05643501000100;1;4520002;SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES;45
03512198000180;1;7410299;ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE;74
03499549000160;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
05752918000100;1;7731400;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES;77
03839588000160;1;7410299;ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE;74
14720879000150;1;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
07583618000170;1;8550301;ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES;85
05937036000110;1;4930201;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;49
15529458000100;1;6190699;OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE;61
13993583000140;1;9329899;OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE;93
11730968000190;1;1813099;IMPRESSAO DE MATERIAL PARA USO PUBLICITARIO;18
00310004000680;1;8299799;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;82
02932074004340;1;1742702;FABRICACAO DE FRALDAS DESCARTAVEIS;17
09147946000150;1;5611202;RESTAURANTES E SIMILARES;56
11958735000220;1;5611203;RESTAURANTES E SIMILARES;56
09513866000170;1;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
14457443000110;1;4520001;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
16403171000100;1;5611202;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
16439644000110;1;4330499;OUTRAS OBRAS DE INSTALACOES EM CONSTRUCOES NAO ESPECIFICADAS ANTERIORMENTE;43
15404076000150;1;8111700;SERVICOS COMBINADOS PARA APOIO A EDIFICIOS, EXCETO CONDOMINIOS PREDIAIS;81
11576813000140;1;151201;CULTIVO DE MILHO;1
16481515000190;1;4774100;COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA;47
11389471000150;1;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
13183869000160;1;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
10343009000230;1;4781400;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;47
07409945000100;1;4729699;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;47
62103619000260;1;8512100;EDUCACAO INFANTIL  PREESCOLA;85
16526590000120;1;4520007;COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR;45
16530473000130;1;4754703;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;47
08032332000160;1;1412603;FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;14
15051347000130;1;4530703;SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;45
15681892000100;1;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
04342890000170;1;9511800;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;95
12502018000170;1;4330404;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE;43
04067364000140;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
97522821000120;1;9602502;CABELEIREIROS, MANICURE E PEDICURE;96
08606025000900;1;5223100;SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;52
14683235000130;1;4729699;FABRICACAO DE SUCOS DE FRUTAS, HORTALICAS E LEGUMES, EXCETO CONCENTRADOS;47
73034746000270;1;4299599;CONSTRUCAO DE EDIFICIOS;42
38590436000150;1;4754701;COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO;47
15609478000190;1;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;47
05153078000160;1;4761001;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
11714487000190;1;4781400;ESTAMPARIA E TEXTURIZACAO EM FIOS, TECIDOS, ARTEFATOS TEXTEIS E PECAS DO VESTUARIO;47
08793575000110;1;132600;HORTICULTURA, EXCETO MORANGO;1
10716735000170;1;4721104;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;47
15333044000100;1;9602502;CABELEIREIROS, MANICURE E PEDICURE;96
11790338000100;1;8412400;REGULACAO DAS ATIVIDADES DE SAUDE, EDUCACAO, SERVICOS CULTURAIS E OUTROS SERVICOS SOCIAIS;84
07988312000870;1;151202;CRIACAO DE BOVINOS PARA LEITE;1
09546972000150;1;4530704;COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES;45
11118748000100;1;4212000;CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS;42
05507847000180;1;2833000;FABRICACAO DE MAQUINAS E EQUIPAMENTOS PARA A AGRICULTURA E PECUARIA, PECAS E ACESSORIOS, EXCETO PARA IRRIGACAO;28
04177736000190;1;4721103;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;47
49674047000120;1;1412603;FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;14
02874663000160;1;3811400;CONSTRUCAO DE EDIFICIOS;38
06150111000160;1;3314712;COMERCIO VAREJISTA DE LUBRIFICANTES;33
11172190000140;1;4330401;COMPRA E VENDA DE IMOVEIS PROPRIOS;43
11737685000170;1;4781400;COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA;47
11655584000150;1;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
11104198000170;1;4520005;SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;45
12880048000110;1;4781400;FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;47
10198311000160;1;1032501;FABRICACAO DE CONSERVAS DE PALMITO;10
13352057000100;1;4541205;COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS;45
12476287000100;1;151202;CRIACAO DE BOVINOS PARA LEITE;1
12688076000130;1;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
11830560000190;1;8621601;ATIVIDADES DE APOIO A GESTAO DE SAUDE;86
10805655000190;1;8299799;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE TEXTEIS, VESTUARIO, CALCADOS E ARTIGOS DE VIAGEM;82
59059824000180;1;7410299;ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE;74
11808176000190;1;3299099;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;32
11617491000130;1;4520003;COMERCIO ATACADISTA DE MAQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL, PARTES E PECAS;45
12806684000100;1;8599603;TREINAMENTO EM INFORMATICA;85
09585148000100;1;4755502;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;47
07987231000180;1;151201;CULTIVO DE CANADEACUCAR;1
08396394000150;1;131800;CULTIVO DE MANDIOCA;1
09208183000100;1;4772500;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
02115997000150;1;4759899;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;47
13587405000110;1;1629301;FABRICACAO DE ARTEFATOS DE TANOARIA E DE EMBALAGENS DE MADEIRA;16
11122252000100;1;4530705;COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR;45
13822831000190;1;4751200;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
13030297000180;1;4542102;COMERCIO SOB CONSIGNACAO DE MOTOCICLETAS E MOTONETAS;45
84542810000160;1;4773300;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;47
14888948000130;1;4321500;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;43
10316007000170;1;9521500;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;95
14959998000160;1;4729602;COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES;47
15698317000110;1;4322301;INSTALACAO DE PORTAS, JANELAS, TETOS, DIVISORIAS E ARMARIOS EMBUTIDOS DE QUALQUER MATERIAL;43
15697020000130;1;4772500;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;47
10309339000390;1;111303;CULTIVO DE SOJA;1
08351844000270;1;115600;CULTIVO DE SOJA;1
66970229009890;1;6120599;SERVICOS DE TELECOMUNICACOES SEM FIO NAO ESPECIFICADOS ANTERIORMENTE;61
06177717000190;1;4772500;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
15246442000190;1;4541204;COMERCIO A VAREJO DE MOTOCICLETAS E MOTONETAS USADAS;45
08839837000130;1;4645101;COMERCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MEDICO, CIRURGICO, HOSPITALAR E DE LABORATORIOS;46
93521391000170;1;4213800;CONSTRUCAO DE EDIFICIOS;42
12425173000130;1;5611202;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;56
22439343000190;1;8630502;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE PROCEDIMENTOS CIRURGICOS;86
10803793000130;1;4763601;FABRICACAO DE OUTROS BRINQUEDOS E JOGOS RECREATIVOS NAO ESPECIFICADOS ANTERIORMENTE;47
07962644000100;1;4781400;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;47
15283306000170;1;4754701;COMERCIO VAREJISTA DE OUTROS ARTIGOS USADOS;47
06347693000250;1;4541205;COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS;45
87139234000100;1;4783102;COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA;47
64323777000170;1;322101;CRIACAO DE PEIXES EM AGUA SALGADA E SALOBRA;3
13224623000190;1;4781400;COMERCIO VAREJISTA DE CALCADOS;47
93341733000170;1;990403;EXTRACAO E BRITAMENTO DE PEDRAS E OUTROS MATERIAIS PARA CONSTRUCAO E BENEFICIAMENTO ASSOCIADO;9
15291858000120;1;9001902;PRODUCAO MUSICAL;90
07953678005520;1;4752100;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;47
15305553000120;1;3299099;EDICAO DE REVISTAS;32
02914017000180;1;7912100;OPERADORES TURISTICOS;79
17007426000170;1;8291100;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;82
15375019000190;1;4721103;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
11527962000110;1;6399200;MARKETING DIRETO;63
91073049000200;1;9601702;TINTURARIAS;96
12333162000120;1;4781400;COMERCIO VAREJISTA DE CALCADOS;47
11912514000130;1;9602502;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;96
14008541000170;1;3313901;MANUTENCAO E REPARACAO DE GERADORES, TRANSFORMADORES E MOTORES ELETRICOS;33
08180407000150;1;4299501;CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS;42
08540722000140;1;4530703;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;45
08340243000180;1;131800;CULTIVO DE LARANJA;1
08529545000100;1;9529199;REPARACAO E MANUTENCAO DE OUTROS OBJETOS E EQUIPAMENTOS PESSOAIS E DOMESTICOS NAO ESPECIFICADOS ANTERIORMENTE;95
08550919000160;1;113000;CULTIVO DE MILHO;1
15863416000100;1;1412602;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;14
03729650000160;1;7410299;ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE;74
02034424000100;1;1013901;FRIGORIFICO  ABATE DE BOVINOS;10
03328210000100;1;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
03879274000190;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
03422314000170;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
03407714000530;1;5611201;RESTAURANTES E SIMILARES;56
01405368000100;1;4399103;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;43
00722307000520;1;4781400;COMERCIO VAREJISTA DE CALCADOS;47
15124815000150;1;4721102;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;47
07301449000210;1;5611202;COMERCIO VAREJISTA DE BEBIDAS;56
80998909000110;1;8020001;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE;80
31946999000270;1;4754702;COMERCIO VAREJISTA DE MOVEIS;47
14447062000150;1;4530703;SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES;45
04854239000180;1;8020001;ATIVIDADES DE VIGILANCIA E SEGURANCA PRIVADA;80
13834417000100;1;7420001;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA;74
03660058000150;1;4618402;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE INSTRUMENTOS E MATERIAIS ODONTOMEDICOHOSPITALARES;46
16457685000130;1;9499500;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;94
14538547000150;1;4929901;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
14521493000110;1;5612100;SERVICOS AMBULANTES DE ALIMENTACAO;56
14496093000100;1;4772500;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
13319993000100;1;4530703;SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;45
16492735000110;1;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
03534353000160;1;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;47
13753339000100;1;4530703;SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;45
16482961000110;1;8219999;COMERCIO VAREJISTA DE LIVROS;82
24609745000110;1;7830200;SELECAO E AGENCIAMENTO DE MAODEOBRA;78
16512951000180;1;7319099;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE;73
60173663000130;1;4299501;CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS;42
15212508000120;1;4520007;SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;45
20798757000180;1;3839499;RECUPERACAO DE MATERIAIS PLASTICOS;38
07027742000150;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
08192337000150;1;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
14094449000170;1;4541203;COMERCIO A VAREJO DE MOTOCICLETAS E MOTONETAS NOVAS;45
12029291000120;1;4752100;ALUGUEL DE PALCOS, COBERTURAS E OUTRAS ESTRUTURAS DE USO TEMPORARIO, EXCETO ANDAIMES;47
09210079000150;1;7729202;ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS;77
07717713000110;1;4530703;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;45
15693149000170;1;4723700;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
16572036000180;1;4789099;INSTALACAO DE PAINEIS PUBLICITARIOS;47
13385051000120;1;4742300;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;47
00727665000100;1;4399199;SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;43
10902364000110;1;4330499;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;43
06210852000190;1;7729202;ALUGUEL DE PALCOS, COBERTURAS E OUTRAS ESTRUTURAS DE USO TEMPORARIO, EXCETO ANDAIMES;77
15309733000180;1;4321500;INSTALACAO E MANUTENCAO ELETRICA;43
15311824000150;1;4649499;COMERCIO ATACADISTA DE MERCADORIAS EM GERAL, SEM PREDOMINANCIA DE ALIMENTOS OU DE INSUMOS AGROPECUARIOS;46
08011204000300;1;4784900;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;47
06017879000160;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
15317299000180;1;1412602;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;14
12907373000120;1;9430800;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;94
07523260000190;1;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;45
11659525000150;1;6810201;COMPRA E VENDA DE IMOVEIS PROPRIOS;68
10628512000150;1;4713002;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
15096400000110;1;4712100;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;47
06189067000100;1;4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;47
08315510000160;1;8219999;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;82
12413804000100;1;5819100;EDICAO DE LIVROS;58
08462628000110;1;4753900;INSTALACAO E MANUTENCAO ELETRICA;47
09329935000190;1;8130300;DESIGN DE INTERIORES;81
37262524000160;1;7490104;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS;74
07186715000120;1;4511102;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS;45
07041956000180;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
65212607000180;1;4721102;COMERCIO VAREJISTA DE CARNES  ACOUGUES;47
11259266000170;1;5320202;SERVICOS DE MALOTE NAO REALIZADOS PELO CORREIO NACIONAL;53
19682483000180;1;4299501;CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS;42
04923959000230;1;4211101;COMERCIO VAREJISTA DE CAL, AREIA, PEDRA BRITADA, TIJOLOS E TELHAS;42
05796510000130;1;4722901;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
13179646000120;1;4649402;COMERCIO ATACADISTA DE APARELHOS ELETRONICOS DE USO PESSOAL E DOMESTICO;46
13213015000180;1;8599699;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;85
82647884005870;1;4922102;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERMUNICIPAL, EXCETO EM REGIAO METROPOLITANA;49
13101855000150;1;7420001;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;74
03770003000100;1;4322302;COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO;43
13486606000120;1;6810202;COMPRA E VENDA DE IMOVEIS PROPRIOS;68
12988250000160;1;4754701;COMERCIO VAREJISTA DE MOVEIS;47
11980550000130;1;4781400;FABRICACAO DE ACESSORIOS DO VESTUARIO, EXCETO PARA SEGURANCA E PROTECAO;47
07648079000100;1;4785799;RECUPERACAO DE MATERIAIS NAO ESPECIFICADOS ANTERIORMENTE;47
11826355000150;1;4781400;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
08679048000180;1;4292802;CONSTRUCAO DE EDIFICIOS;42
10444442000180;1;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
12500695000150;1;4724500;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;47
